feature_name,source
description_tem copas,TF-IDF from product descriptions
description_tem verificar,TF-IDF from product descriptions
description_tempo,TF-IDF from product descriptions
description_tempo que,TF-IDF from product descriptions
description_terracota,TF-IDF from product descriptions
description_terracota texturado,TF-IDF from product descriptions
description_texturado,TF-IDF from product descriptions
description_texturado com,TF-IDF from product descriptions
description_texturado lavanda,TF-IDF from product descriptions
description_texturado na,TF-IDF from product descriptions
description_texturado preto,TF-IDF from product descriptions
description_texturado tem,TF-IDF from product descriptions
description_texturado verde,TF-IDF from product descriptions
description_tijolo,TF-IDF from product descriptions
description_tijolo com,TF-IDF from product descriptions
description_tiras,TF-IDF from product descriptions
description_tiras parte,TF-IDF from product descriptions
description_tom,TF-IDF from product descriptions
description_tom mais,TF-IDF from product descriptions
description_tons,TF-IDF from product descriptions
description_tons verde,TF-IDF from product descriptions
description_torrado,TF-IDF from product descriptions
description_torrado com,TF-IDF from product descriptions
description_tote,TF-IDF from product descriptions
description_tote bag,TF-IDF from product descriptions
description_tote ficar,TF-IDF from product descriptions
description_touch,TF-IDF from product descriptions
description_touch com,TF-IDF from product descriptions
description_touch comprido,TF-IDF from product descriptions
description_touch decote,TF-IDF from product descriptions
description_touch tecido,TF-IDF from product descriptions
description_touch uma,TF-IDF from product descriptions
description_traseira,TF-IDF from product descriptions
description_traseira mais,TF-IDF from product descriptions
description_triquíni,TF-IDF from product descriptions
description_triquíni branco,TF-IDF from product descriptions
description_triquíni verde,TF-IDF from product descriptions
description_tule,TF-IDF from product descriptions
description_tule com,TF-IDF from product descriptions
description_tule modelo,TF-IDF from product descriptions
description_turco,TF-IDF from product descriptions
description_turco disponível,TF-IDF from product descriptions
description_ténis,TF-IDF from product descriptions
description_ténis guardadas,TF-IDF from product descriptions
description_um,TF-IDF from product descriptions
description_um fácil,TF-IDF from product descriptions
description_um par,TF-IDF from product descriptions
description_um tom,TF-IDF from product descriptions
description_uma,TF-IDF from product descriptions
description_uma alça,TF-IDF from product descriptions
description_uma saia,TF-IDF from product descriptions
description_usar,TF-IDF from product descriptions
description_usar tamanho,TF-IDF from product descriptions
description_utilizar,TF-IDF from product descriptions
description_utilizar tamanho,TF-IDF from product descriptions
description_verde,TF-IDF from product descriptions
description_verde branco,TF-IDF from product descriptions
description_verde claro,TF-IDF from product descriptions
description_verde com,TF-IDF from product descriptions
description_verde floral,TF-IDF from product descriptions
description_verde lilás,TF-IDF from product descriptions
description_verde listado,TF-IDF from product descriptions
description_verde marinho,TF-IDF from product descriptions
description_verde menta,TF-IDF from product descriptions
description_verde seco,TF-IDF from product descriptions
description_verde texturado,TF-IDF from product descriptions
description_verificar,TF-IDF from product descriptions
description_verificar imagem,TF-IDF from product descriptions
description_vermelho,TF-IDF from product descriptions
description_vermelho com,TF-IDF from product descriptions
description_veste,TF-IDF from product descriptions
description_veste pequeno,TF-IDF from product descriptions
description_vestido,TF-IDF from product descriptions
description_vestido calção,TF-IDF from product descriptions
description_vestido com,TF-IDF from product descriptions
description_vestido longo,TF-IDF from product descriptions
description_vichy,TF-IDF from product descriptions
description_vichy estampado,TF-IDF from product descriptions
description_vs,TF-IDF from product descriptions
description_vs produto,TF-IDF from product descriptions
description_wash,TF-IDF from product descriptions
description_wash inside,TF-IDF from product descriptions
description_winter,TF-IDF from product descriptions
description_winter 2020,TF-IDF from product descriptions
description_winter 2022,TF-IDF from product descriptions
description_winter 2023,TF-IDF from product descriptions
description_winter 22,TF-IDF from product descriptions
description_winter 23,TF-IDF from product descriptions
description_xl,TF-IDF from product descriptions
description_xl modelo,TF-IDF from product descriptions
description_xs,TF-IDF from product descriptions
description_xs modelo,TF-IDF from product descriptions
description_xs xl,TF-IDF from product descriptions
description_único,TF-IDF from product descriptions
description_único 70x70cm,TF-IDF from product descriptions
description_único cores,TF-IDF from product descriptions
description_único dimensões,TF-IDF from product descriptions
description_único equivalente,TF-IDF from product descriptions
description_único soft,TF-IDF from product descriptions
