checkout_id,tenant_id,timestamp,product_id,variant_meta_id,product_name,sku,variant_meta_properties,price,quantity,vendor
46785497137493,missusstore,2025-03-15 01:26:29+00:00,9789955735893,50282689954133,BIQUÍNI LANIKAI S2 Cueca - XS / Regular,SS25BK15S2XS-CR,,41.0,1,Missus
46036040024405,missusstore,2025-03-16 23:28:56+00:00,9588917207381,49584923181397,BIQUÍNI ARPOADOR S2 Top - XS,SS24BK14S2XS-T,,13.0,1,Missus
46036040024405,missusstore,2025-03-16 23:28:56+00:00,9588919664981,49584928391509,BIQUÍNI ARPOADOR S2 Regular - XS,SS24BK14S2XS-C,,13.0,1,Missus
46777586811221,missusstore,2025-03-16 17:26:17+00:00,9788926525781,50279476560213,BIQUÍNI KAHALA S2 Top - S,SS25BK8S2S-T,,39.0,1,Missus
46777586811221,missusstore,2025-03-16 17:26:17+00:00,9788969058645,50279529578837,BIQUÍNI KAHALA S2 Cueca - S / Regular,SS25BK8S2S-CR,,39.0,1,Missus
46798280950101,missusstore,2025-03-17 12:02:10+00:00,9618038751573,49665989738837,GREEN TRACKSUIT CREWNECK SWEATSHIRT - S/M,TSGREENSWEATS/M,,36.0,1,missusstore
46798280950101,missusstore,2025-03-17 12:02:10+00:00,9618043732309,49666002190677,GREEN TRACKSUIT STRAIGHT SWEATPANTS - S/M,TSGREENSTPANTSS/M,,30.0,1,missusstore
46809835569493,missusstore,2025-03-19 22:04:45+00:00,9592202494293,49597502095701,BIQUÍNI COPACABANA S3 Top - S,SS24BK15S3S-T,,15.0,1,Missus
46809835569493,missusstore,2025-03-19 22:04:45+00:00,9592204591445,49710310064469,BIQUÍNI COPACABANA S3 Cueca - S / Tanga,SS24BK15S3S-CT,,15.0,1,Missus
46812395962709,missusstore,2025-03-20 15:11:06+00:00,8986176684373,47929516884309,HAIR BAND FW'23/24 | YELLOW,FW'23HAIRBANDYELLO,,6.0,1,Missus
46812395962709,missusstore,2025-03-20 15:11:06+00:00,8986176225621,47929516196181,HAIR BAND FW'23/24 | PINK,FW'23HAIRBANDPINK,,6.0,1,Missus
46812395962709,missusstore,2025-03-20 15:11:06+00:00,8986175734101,47929512067413,HAIR BAND FW'23/24 | GREY,FW'23HAIRBANDGREY,,6.0,1,Missus
46812395962709,missusstore,2025-03-20 15:11:06+00:00,8986189201749,47929532023125,HAIR BAND FW'23/24 | BROWN,FW'23HAIRBANDBROWN,,6.0,1,Missus
46814110318933,missusstore,2025-03-20 23:50:27+00:00,9788926525781,50279476592981,BIQUÍNI KAHALA S2 Top - M,SS25BK8S2M-T,,39.0,1,Missus
